date,day_of_week,hour,meal_period,weather,promo_active,guests,servers_on_shift,kitchen_staff,wait_time_minutes,table_turn_time,avg_ticket,revenue,customer_satisfaction,complaints
2025-04-30,Wednesday,20,Dinner,Sunny,0,41,6,2,25.9,86.3,14.8,780.66,3.1,2
2025-04-24,Thursday,14,Lunch,Sunny,0,24,3,3,28.4,80.7,20.28,430.16,3.0,1
2025-05-11,Sunday,20,Dinner,Sunny,0,36,7,3,13.1,75.7,21.98,996.84,4.7,0
2025-02-13,Thursday,12,Lunch,Cloudy,0,27,6,3,22.3,80.3,22.01,774.35,3.6,1
2025-03-14,Friday,21,Dinner,Rainy,0,39,7,2,23.6,64.6,26.04,1001.39,3.6,1
2025-06-19,Thursday,18,Dinner,Cloudy,1,41,7,2,27.7,94.8,26.01,1120.62,2.6,1
2025-01-24,Friday,14,Lunch,Sunny,0,50,8,2,26.4,82.9,22.22,997.63,3.7,0
2025-06-22,Sunday,17,Dinner,Sunny,0,51,8,3,20.6,76.5,23.33,1111.83,3.5,1
2025-02-27,Thursday,14,Lunch,Cloudy,0,34,5,2,25.9,79.9,16.06,597.18,2.9,2
2025-02-07,Friday,11,Lunch,Sunny,0,54,9,4,18.8,70.6,22.56,1083.74,4.1,0
2025-01-12,Sunday,14,Lunch,Sunny,1,39,6,2,14.5,68.3,26.06,1054.17,3.6,2
2025-05-02,Friday,12,Lunch,Sunny,0,33,3,2,29.3,81.8,21.34,562.36,3.3,1
2025-04-27,Sunday,19,Dinner,Rainy,1,27,3,2,23.0,86.6,22.08,674.48,3.0,1
2025-06-11,Wednesday,14,Lunch,Cloudy,0,31,6,4,17.7,81.3,32.13,903.38,3.2,0
2025-06-28,Saturday,19,Dinner,Cloudy,1,34,6,3,28.8,84.6,24.38,916.87,2.9,0
2025-05-07,Wednesday,19,Dinner,Sunny,1,52,9,5,23.7,91.4,22.16,903.83,3.2,1
2025-03-04,Tuesday,13,Lunch,Cloudy,0,48,8,4,17.1,68.5,28.0,1460.9,3.8,0
2025-06-17,Tuesday,11,Lunch,Sunny,0,33,5,2,22.4,90.0,14.17,385.73,3.2,2
2025-01-28,Tuesday,19,Dinner,Rainy,0,30,7,2,25.6,79.0,26.09,848.9,3.0,1
2025-02-26,Wednesday,13,Lunch,Cloudy,1,49,9,4,25.4,74.5,24.31,1155.47,3.3,1
2025-06-28,Saturday,21,Dinner,Cloudy,0,36,5,3,26.5,79.2,19.51,834.57,3.5,0
2025-04-29,Tuesday,11,Lunch,Sunny,1,30,4,2,23.0,83.7,31.96,832.54,4.0,1
2025-05-23,Friday,14,Lunch,Sunny,0,29,4,2,29.4,83.4,20.75,753.95,2.7,2
2025-02-01,Saturday,20,Dinner,Sunny,0,28,4,2,29.2,91.0,25.13,757.89,3.8,1
2025-02-04,Tuesday,20,Dinner,Sunny,0,34,7,2,19.6,80.1,22.78,627.17,4.1,0
2025-06-20,Friday,21,Dinner,Sunny,0,68,12,7,24.2,69.4,30.88,2096.92,3.1,3
2025-05-24,Saturday,18,Dinner,Cloudy,0,34,5,4,24.4,72.3,14.9,627.94,3.2,2
2025-04-24,Thursday,21,Dinner,Cloudy,0,33,5,4,24.6,78.7,20.92,639.22,3.5,1
2025-04-20,Sunday,21,Dinner,Sunny,0,35,6,2,17.2,61.8,15.82,350.38,3.6,1
2025-04-25,Friday,13,Lunch,Rainy,1,67,11,5,24.7,91.4,29.91,1850.37,3.2,0
2025-05-02,Friday,20,Dinner,Cloudy,0,35,5,2,29.5,84.7,15.62,684.66,3.1,0
2025-03-08,Saturday,14,Lunch,Cloudy,1,66,9,4,29.2,98.3,14.95,1210.07,4.0,2
2025-06-13,Friday,17,Dinner,Rainy,0,35,6,2,22.4,74.5,33.53,1253.31,3.6,3
2025-05-14,Wednesday,20,Dinner,Rainy,0,34,5,3,21.8,69.5,17.94,839.35,3.6,2
2025-06-10,Tuesday,14,Lunch,Sunny,0,29,5,2,13.5,81.6,24.01,903.97,4.3,1
2025-03-12,Wednesday,20,Dinner,Sunny,1,54,11,5,25.8,70.2,22.03,1097.5,3.3,0
2025-01-20,Monday,17,Dinner,Cloudy,0,50,7,3,21.9,73.8,20.85,1022.12,3.7,1
2025-03-02,Sunday,17,Dinner,Rainy,0,8,3,2,16.6,69.1,27.05,250.0,4.1,0
2025-03-27,Thursday,18,Dinner,Sunny,0,35,6,2,20.9,78.6,21.18,708.5,3.6,0
2025-05-19,Monday,12,Lunch,Cloudy,0,34,5,2,22.5,70.4,19.84,689.87,3.1,1
2025-02-05,Wednesday,13,Lunch,Sunny,0,52,8,4,18.3,85.1,17.42,820.92,4.0,1
2025-03-01,Saturday,19,Dinner,Rainy,0,50,7,2,28.4,79.3,21.02,1140.35,2.5,1
2025-06-27,Friday,13,Lunch,Cloudy,0,27,3,3,29.3,84.8,24.36,700.02,3.1,0
2025-02-24,Monday,12,Lunch,Sunny,0,31,5,2,18.2,89.0,20.67,464.69,3.7,1
2025-04-17,Thursday,19,Dinner,Cloudy,0,55,9,3,33.9,98.1,25.72,1292.74,2.7,2
2025-03-26,Wednesday,21,Dinner,Cloudy,0,33,6,3,19.9,96.5,21.41,614.74,4.4,1
2025-04-30,Wednesday,19,Dinner,Sunny,0,20,4,2,20.7,74.5,19.44,379.52,4.0,1
2025-01-16,Thursday,14,Lunch,Rainy,0,51,9,4,28.1,85.0,29.24,1425.43,3.2,0
2025-04-18,Friday,19,Dinner,Sunny,0,53,8,3,34.7,96.5,30.68,1442.61,2.7,1
2025-05-30,Friday,11,Lunch,Sunny,1,40,7,3,33.5,73.3,24.89,849.59,2.9,1
2025-05-28,Wednesday,19,Dinner,Sunny,1,34,4,4,22.6,84.8,18.62,795.38,3.0,3
2025-05-03,Saturday,11,Lunch,Cloudy,1,48,7,3,36.8,76.1,24.38,1177.28,3.0,2
2025-04-01,Tuesday,17,Dinner,Sunny,0,25,4,2,29.1,76.9,16.97,250.7,3.1,0
2025-04-10,Thursday,19,Dinner,Sunny,0,27,4,2,27.2,77.9,24.63,747.63,3.4,2
2025-05-18,Sunday,21,Dinner,Cloudy,0,26,3,2,29.9,78.0,22.48,635.58,3.5,4
2025-06-04,Wednesday,14,Lunch,Cloudy,1,50,7,4,28.2,82.5,19.21,947.94,2.7,2
2025-05-05,Monday,14,Lunch,Cloudy,0,31,4,4,23.6,82.2,20.63,686.74,3.6,1
2025-03-11,Tuesday,19,Dinner,Rainy,1,47,7,2,30.8,72.4,23.18,980.01,2.2,0
2025-05-05,Monday,11,Lunch,Cloudy,1,39,5,2,27.3,64.3,25.21,1469.65,4.1,0
2025-04-10,Thursday,18,Dinner,Rainy,0,32,4,2,34.1,96.7,21.47,763.57,2.5,2
2025-06-21,Saturday,19,Dinner,Sunny,1,32,5,3,21.4,74.2,20.73,461.15,3.3,0
2025-02-12,Wednesday,20,Dinner,Sunny,1,48,7,4,26.0,70.7,13.59,773.44,3.2,2
2025-02-02,Sunday,21,Dinner,Cloudy,0,30,5,2,24.3,79.5,19.75,715.99,3.5,1
2025-01-07,Tuesday,19,Dinner,Cloudy,0,35,6,2,27.9,77.8,19.87,581.49,2.4,1
2025-06-01,Sunday,11,Lunch,Rainy,1,42,4,3,26.2,78.1,18.0,825.66,3.0,0
2025-01-22,Wednesday,19,Dinner,Cloudy,0,39,6,2,24.6,78.1,23.88,1166.8,3.4,4
2025-02-04,Tuesday,20,Dinner,Sunny,0,21,3,2,23.3,71.8,25.05,531.26,2.7,3
2025-02-16,Sunday,11,Lunch,Cloudy,0,22,3,2,22.4,75.3,18.26,341.74,3.6,3
2025-03-08,Saturday,19,Dinner,Cloudy,0,56,9,4,20.1,85.3,17.31,823.84,3.5,2
2025-03-25,Tuesday,14,Lunch,Sunny,0,27,3,3,31.6,76.1,28.62,699.63,3.1,2
2025-04-27,Sunday,18,Dinner,Sunny,1,55,8,4,24.9,84.7,18.3,938.71,3.0,0
2025-03-28,Friday,19,Dinner,Rainy,0,29,4,2,23.0,84.1,19.77,723.84,3.5,2
2025-03-13,Thursday,19,Dinner,Sunny,1,32,3,2,34.0,93.0,23.5,722.56,2.6,1
2025-03-06,Thursday,12,Lunch,Rainy,0,31,3,2,28.2,88.7,25.77,886.26,2.8,4
2025-05-01,Thursday,11,Lunch,Cloudy,1,23,3,3,21.0,73.0,16.84,276.02,4.1,1
2025-05-19,Monday,11,Lunch,Cloudy,0,28,3,2,34.3,78.5,12.65,363.17,3.1,2
2025-03-31,Monday,14,Lunch,Sunny,0,44,7,2,25.1,85.4,29.11,1413.97,3.6,2
2025-06-16,Monday,12,Lunch,Cloudy,0,45,6,2,33.6,94.5,22.65,1147.26,2.6,0
2025-06-16,Monday,11,Lunch,Cloudy,1,40,5,3,20.3,94.7,23.86,862.69,3.6,2
2025-01-08,Wednesday,14,Lunch,Sunny,1,40,6,3,14.7,75.4,20.24,1182.35,4.5,1
2025-02-21,Friday,11,Lunch,Sunny,0,45,7,2,26.4,89.8,29.03,1268.95,4.2,1
2025-06-09,Monday,13,Lunch,Cloudy,0,29,5,2,18.2,69.8,30.73,957.7,3.1,0
2025-03-03,Monday,13,Lunch,Rainy,1,17,3,2,18.9,89.5,23.31,391.59,3.7,1
2025-05-02,Friday,12,Lunch,Sunny,0,49,7,4,23.2,67.7,19.06,963.74,3.4,1
2025-05-25,Sunday,14,Lunch,Sunny,0,29,7,2,10.8,77.7,20.29,540.67,4.0,4
2025-04-30,Wednesday,17,Dinner,Cloudy,0,32,4,4,30.1,82.2,19.15,439.57,3.3,2
2025-04-05,Saturday,13,Lunch,Sunny,1,52,9,7,25.4,74.3,21.26,1134.75,2.9,2
2025-06-05,Thursday,12,Lunch,Rainy,0,32,5,3,20.0,70.9,26.05,1002.71,3.3,2
2025-02-11,Tuesday,17,Dinner,Cloudy,0,29,4,2,22.1,75.8,25.53,635.64,4.2,0
2025-01-28,Tuesday,11,Lunch,Sunny,0,15,3,2,19.9,70.1,22.18,446.75,3.6,4
2025-03-21,Friday,19,Dinner,Rainy,0,41,8,2,25.2,75.4,22.47,932.11,2.7,2
2025-04-12,Saturday,14,Lunch,Cloudy,1,45,8,3,27.5,80.0,19.39,784.33,3.7,2
2025-01-20,Monday,14,Lunch,Sunny,0,32,3,2,22.8,73.8,22.45,862.07,3.6,0
2025-01-27,Monday,17,Dinner,Cloudy,1,59,9,5,13.9,74.1,21.66,1287.93,3.0,2
2025-06-25,Wednesday,12,Lunch,Cloudy,1,27,3,2,25.0,75.9,22.03,763.98,3.4,2
2025-05-25,Sunday,11,Lunch,Rainy,0,22,3,2,28.7,81.4,19.19,331.6,2.9,2
2025-03-30,Sunday,21,Dinner,Sunny,0,27,4,2,23.2,81.4,30.25,765.32,3.6,1
2025-04-20,Sunday,18,Dinner,Sunny,0,29,4,2,35.8,80.8,21.33,609.1,2.8,2
2025-01-18,Saturday,21,Dinner,Sunny,1,55,8,5,31.3,83.9,24.99,1318.76,2.0,1
2025-06-15,Sunday,18,Dinner,Rainy,0,36,5,3,22.2,68.9,16.18,593.57,3.3,2
2025-01-04,Saturday,19,Dinner,Sunny,0,42,7,4,30.8,79.6,24.3,750.02,2.0,0
2025-05-06,Tuesday,12,Lunch,Rainy,1,46,10,3,24.0,80.6,27.44,1170.74,3.2,1
2025-04-21,Monday,18,Dinner,Cloudy,0,23,4,3,25.6,76.0,19.96,350.9,2.6,0
2025-06-12,Thursday,20,Dinner,Cloudy,0,35,6,2,28.3,83.7,23.84,670.66,3.2,2
2025-02-09,Sunday,19,Dinner,Sunny,0,45,7,4,18.5,66.1,15.45,605.79,4.5,0
2025-02-15,Saturday,21,Dinner,Cloudy,0,47,7,3,17.0,66.6,14.91,685.58,3.6,2
2025-06-16,Monday,17,Dinner,Cloudy,1,33,6,2,26.1,92.9,22.66,769.54,3.0,1
2025-06-07,Saturday,21,Dinner,Rainy,0,38,7,2,20.8,72.9,18.52,825.92,4.5,0
2025-05-04,Sunday,20,Dinner,Sunny,0,30,3,2,30.5,72.8,16.61,403.8,3.3,0
2025-04-22,Tuesday,17,Dinner,Sunny,0,50,8,4,22.9,89.9,18.82,881.54,3.4,1
2025-03-24,Monday,14,Lunch,Sunny,0,45,8,4,18.4,72.3,15.85,853.04,4.2,1
2025-01-23,Thursday,17,Dinner,Cloudy,0,39,8,3,12.0,79.1,15.78,640.95,4.6,1
2025-04-26,Saturday,14,Lunch,Sunny,0,25,4,2,15.7,65.2,19.62,325.55,3.9,3
2025-04-29,Tuesday,19,Dinner,Cloudy,1,38,6,4,23.7,94.1,23.21,508.13,3.5,0
2025-03-28,Friday,11,Lunch,Sunny,0,41,5,3,29.8,88.0,13.51,860.22,3.1,3
2025-05-07,Wednesday,18,Dinner,Sunny,0,27,3,2,22.1,66.8,23.58,724.45,3.7,0
2025-02-16,Sunday,20,Dinner,Cloudy,0,43,5,4,25.5,79.0,26.05,1196.85,3.8,0
2025-02-24,Monday,18,Dinner,Cloudy,1,56,9,5,25.7,84.7,25.17,1400.36,2.9,2
2025-03-08,Saturday,18,Dinner,Cloudy,0,20,3,2,11.0,68.9,27.5,739.82,3.9,0
2025-03-13,Thursday,17,Dinner,Sunny,1,52,8,3,15.5,76.1,19.31,1108.5,4.4,1
2025-05-23,Friday,11,Lunch,Cloudy,0,42,7,4,11.9,66.0,19.49,833.56,4.4,0
2025-05-13,Tuesday,14,Lunch,Sunny,0,49,8,3,23.6,74.4,20.85,1170.59,3.9,1
2025-01-22,Wednesday,14,Lunch,Cloudy,0,17,4,2,13.8,78.3,19.52,280.4,4.2,3
2025-04-15,Tuesday,20,Dinner,Sunny,1,34,7,4,23.3,86.8,23.1,920.19,2.9,2
2025-05-23,Friday,14,Lunch,Cloudy,0,36,6,2,15.3,77.5,20.69,877.01,4.0,0
2025-06-26,Thursday,20,Dinner,Cloudy,0,39,5,4,25.5,76.2,15.56,641.21,3.3,1
2025-06-15,Sunday,20,Dinner,Sunny,0,38,6,3,21.1,80.0,20.03,753.76,3.8,2
2025-04-25,Friday,11,Lunch,Sunny,0,43,6,3,25.7,83.2,19.41,761.47,3.7,2
2025-01-24,Friday,17,Dinner,Cloudy,0,54,8,5,23.7,87.9,27.8,1337.57,3.7,1
2025-02-26,Wednesday,19,Dinner,Cloudy,1,58,8,3,22.7,72.4,21.64,1122.16,3.8,0
2025-06-27,Friday,14,Lunch,Sunny,1,66,11,6,21.7,75.6,16.62,1016.27,3.8,1
2025-03-20,Thursday,18,Dinner,Cloudy,0,42,6,4,16.4,86.5,23.06,879.06,3.8,0
2025-05-02,Friday,21,Dinner,Rainy,0,37,5,3,24.1,70.0,21.81,756.17,3.3,0
2025-05-16,Friday,18,Dinner,Sunny,0,44,8,3,28.0,90.0,26.68,1104.97,2.7,1
2025-04-19,Saturday,21,Dinner,Sunny,0,44,7,3,29.5,86.1,28.24,1210.17,3.4,2
2025-03-26,Wednesday,18,Dinner,Sunny,0,27,3,2,31.2,73.7,23.09,583.59,3.3,1
2025-06-29,Sunday,20,Dinner,Sunny,0,23,6,2,19.2,89.8,20.65,725.06,3.6,0
2025-03-11,Tuesday,17,Dinner,Rainy,0,23,3,3,23.7,66.9,20.84,537.28,3.8,1
2025-03-06,Thursday,14,Lunch,Sunny,0,14,3,2,19.6,75.0,28.56,495.44,4.3,1
2025-01-31,Friday,14,Lunch,Sunny,0,42,7,3,25.6,86.0,31.62,1280.75,2.9,0
2025-03-22,Saturday,12,Lunch,Cloudy,0,38,7,2,16.8,76.7,24.6,1018.59,2.8,0
2025-05-18,Sunday,13,Lunch,Rainy,1,44,5,4,18.9,82.9,16.46,890.11,4.1,0
2025-02-19,Wednesday,14,Lunch,Sunny,0,37,7,4,17.0,69.2,20.39,513.67,3.4,0
2025-05-04,Sunday,17,Dinner,Cloudy,1,30,4,2,27.1,91.4,21.97,510.17,2.6,4
2025-05-31,Saturday,21,Dinner,Cloudy,0,49,8,4,19.4,72.9,26.08,1296.88,3.2,2
2025-06-02,Monday,17,Dinner,Rainy,0,37,6,4,23.8,79.5,21.79,794.09,2.1,0
2025-01-26,Sunday,14,Lunch,Cloudy,0,34,7,3,15.7,75.5,22.53,603.41,4.1,2
2025-03-17,Monday,14,Lunch,Cloudy,0,40,7,3,24.1,92.3,21.86,895.2,3.0,1
2025-04-03,Thursday,13,Lunch,Sunny,1,40,6,2,26.0,68.6,26.79,1179.89,2.8,2
2025-03-19,Wednesday,11,Lunch,Rainy,0,36,5,2,27.3,74.7,21.38,809.5,3.7,4
2025-05-17,Saturday,13,Lunch,Rainy,0,40,5,2,27.7,84.0,16.24,502.83,4.3,1
2025-03-12,Wednesday,11,Lunch,Sunny,0,31,4,2,24.3,81.7,22.4,504.8,3.6,1
2025-01-14,Tuesday,21,Dinner,Sunny,1,23,3,2,22.2,65.6,17.39,614.07,3.4,1
2025-03-16,Sunday,13,Lunch,Sunny,1,46,7,5,23.5,76.9,20.55,818.45,3.4,0
2025-06-13,Friday,20,Dinner,Rainy,1,54,8,2,34.2,95.8,19.34,1051.94,3.0,1
2025-01-27,Monday,11,Lunch,Sunny,0,37,7,2,17.9,77.2,25.36,914.87,4.4,0
2025-05-27,Tuesday,17,Dinner,Sunny,1,37,6,2,36.3,91.0,20.41,1106.72,2.6,1
2025-05-01,Thursday,20,Dinner,Sunny,0,44,6,2,25.4,66.8,23.76,1039.99,3.4,0
2025-04-23,Wednesday,18,Dinner,Rainy,0,24,6,3,16.4,70.9,26.47,382.78,3.8,1
2025-02-17,Monday,11,Lunch,Rainy,1,35,5,2,26.7,74.6,25.22,908.43,3.4,0
2025-03-06,Thursday,20,Dinner,Sunny,1,35,7,3,23.9,72.8,16.69,565.55,3.0,1
2025-01-30,Thursday,12,Lunch,Cloudy,1,42,6,2,20.0,74.0,22.65,876.82,3.2,0
2025-04-13,Sunday,20,Dinner,Cloudy,0,48,6,4,28.3,78.6,18.48,950.18,3.5,4
2025-01-19,Sunday,11,Lunch,Cloudy,1,48,9,4,22.8,80.6,15.98,931.52,2.6,3
2025-02-08,Saturday,13,Lunch,Sunny,1,53,10,5,20.0,75.4,22.06,1431.4,4.1,0
2025-05-25,Sunday,17,Dinner,Sunny,1,47,7,5,26.8,86.4,25.04,1248.8,3.2,1
2025-01-22,Wednesday,14,Lunch,Sunny,1,51,8,3,33.2,81.6,25.82,1207.78,1.4,2
2025-01-31,Friday,21,Dinner,Sunny,0,58,9,5,11.3,62.2,26.55,1582.92,4.2,1
2025-04-17,Thursday,14,Lunch,Cloudy,0,36,8,2,24.4,78.7,25.27,811.11,3.4,0
2025-05-14,Wednesday,19,Dinner,Cloudy,0,18,3,2,23.6,77.8,17.56,250.0,3.1,3
2025-04-26,Saturday,20,Dinner,Sunny,0,45,7,3,23.4,85.3,23.52,1064.82,3.6,3
2025-03-18,Tuesday,19,Dinner,Sunny,0,10,3,2,22.2,78.4,17.95,253.16,3.9,2
2025-03-20,Thursday,11,Lunch,Sunny,0,42,7,4,33.5,102.6,20.25,1094.08,2.9,2
2025-06-06,Friday,12,Lunch,Sunny,1,52,6,3,22.8,85.3,19.83,982.3,3.8,1
2025-02-23,Sunday,14,Lunch,Rainy,0,39,6,2,22.0,63.0,18.0,723.44,3.6,2
2025-03-09,Sunday,12,Lunch,Sunny,0,23,3,2,15.7,76.0,23.4,544.39,4.4,2
2025-02-10,Monday,14,Lunch,Sunny,0,17,3,2,18.4,80.0,23.16,283.4,3.8,3
2025-02-14,Friday,21,Dinner,Sunny,1,57,8,4,25.8,73.8,22.12,1381.79,3.0,0
2025-01-20,Monday,13,Lunch,Cloudy,0,45,8,3,22.6,81.8,23.81,916.95,3.5,1
2025-01-01,Wednesday,19,Dinner,Cloudy,0,34,4,2,28.8,95.7,20.64,464.4,3.4,1
2025-04-26,Saturday,20,Dinner,Rainy,0,37,6,3,18.9,74.2,22.94,871.22,3.8,2
2025-03-16,Sunday,11,Lunch,Cloudy,1,43,8,4,18.7,72.7,18.14,686.61,3.6,4
2025-03-01,Saturday,17,Dinner,Sunny,0,55,9,4,34.0,78.6,25.07,1299.47,2.4,2
2025-03-14,Friday,20,Dinner,Sunny,0,44,9,4,16.1,85.9,19.03,754.27,3.5,0
2025-01-19,Sunday,14,Lunch,Cloudy,0,37,4,2,26.8,81.2,23.87,816.24,3.1,1
2025-03-09,Sunday,14,Lunch,Rainy,1,41,6,3,18.8,90.1,18.5,841.9,3.5,1
2025-04-19,Saturday,12,Lunch,Sunny,1,44,8,3,19.4,77.8,21.7,1078.89,4.2,1
2025-05-20,Tuesday,14,Lunch,Sunny,0,29,4,2,25.9,84.6,24.16,624.59,3.1,2
2025-06-15,Sunday,13,Lunch,Sunny,0,23,5,2,22.4,74.7,25.13,853.21,3.2,0
2025-03-10,Monday,13,Lunch,Cloudy,0,51,7,5,23.5,85.8,22.59,1025.73,3.7,2
2025-01-19,Sunday,11,Lunch,Sunny,1,49,8,4,26.8,76.7,19.83,896.15,2.9,1
2025-02-12,Wednesday,17,Dinner,Sunny,0,30,5,2,18.9,85.7,20.37,680.47,3.6,1
2025-06-02,Monday,17,Dinner,Sunny,0,26,4,3,23.1,66.0,31.46,874.24,3.7,1
2025-04-23,Wednesday,12,Lunch,Sunny,0,31,5,2,26.5,72.3,24.11,951.01,3.6,2
2025-04-30,Wednesday,17,Dinner,Cloudy,1,55,7,3,37.0,87.8,23.34,1325.52,2.1,4
2025-06-29,Sunday,19,Dinner,Sunny,0,31,6,2,31.2,72.2,21.96,582.3,2.8,2
2025-03-11,Tuesday,21,Dinner,Sunny,0,48,9,4,22.2,78.2,20.93,1037.31,3.7,1
2025-05-19,Monday,20,Dinner,Sunny,0,17,3,2,16.6,71.0,20.95,250.0,3.8,0
2025-04-23,Wednesday,12,Lunch,Rainy,0,37,5,2,30.2,75.9,24.04,885.76,2.9,2
2025-06-03,Tuesday,11,Lunch,Cloudy,1,38,6,4,18.8,83.4,15.38,313.38,3.6,1
2025-04-21,Monday,18,Dinner,Sunny,0,33,4,4,20.8,73.6,29.36,782.54,3.2,1
2025-06-04,Wednesday,17,Dinner,Sunny,1,32,5,3,25.7,101.0,11.39,280.91,3.1,3
2025-01-07,Tuesday,12,Lunch,Cloudy,1,36,7,2,15.3,56.8,18.04,664.87,4.0,0
2025-02-28,Friday,11,Lunch,Sunny,0,49,7,3,25.2,80.6,19.75,839.09,2.7,0
2025-06-22,Sunday,17,Dinner,Cloudy,1,34,5,2,29.9,81.3,26.0,805.46,2.7,1
2025-05-28,Wednesday,11,Lunch,Sunny,0,43,6,2,25.6,70.8,26.7,1134.44,3.2,3
2025-02-14,Friday,20,Dinner,Sunny,0,51,7,3,25.3,77.4,25.75,1221.3,3.3,2
2025-05-13,Tuesday,20,Dinner,Sunny,0,46,7,2,25.9,86.7,25.72,1162.43,4.1,0
2025-03-13,Thursday,13,Lunch,Sunny,0,46,8,5,17.7,73.4,18.85,836.58,3.8,0
2025-05-30,Friday,19,Dinner,Cloudy,0,51,9,3,24.6,86.4,23.34,1102.27,3.1,0
2025-06-12,Thursday,20,Dinner,Rainy,0,33,5,4,20.3,77.0,21.07,860.16,4.4,3
2025-01-24,Friday,20,Dinner,Rainy,0,44,6,3,22.2,86.5,21.48,1257.52,3.7,0
2025-03-31,Monday,19,Dinner,Sunny,0,22,5,2,22.4,83.4,25.94,579.97,3.6,1
2025-03-27,Thursday,18,Dinner,Sunny,0,37,5,2,34.2,92.4,21.99,914.44,2.6,2
2025-06-21,Saturday,12,Lunch,Sunny,0,46,6,3,28.5,77.2,19.57,808.47,3.5,1
2025-02-11,Tuesday,18,Dinner,Sunny,1,43,8,3,21.0,97.6,17.13,551.73,4.0,2
2025-04-16,Wednesday,20,Dinner,Rainy,0,46,5,4,28.0,94.9,18.27,1058.11,2.8,0
2025-03-15,Saturday,19,Dinner,Sunny,0,45,8,3,26.1,72.3,22.89,936.37,3.6,5
2025-05-21,Wednesday,11,Lunch,Sunny,0,34,5,2,22.3,70.5,15.17,415.56,3.6,1
2025-04-27,Sunday,12,Lunch,Cloudy,0,51,8,5,18.2,70.8,12.04,791.96,4.4,0
2025-03-22,Saturday,17,Dinner,Sunny,0,47,8,3,18.3,85.3,24.28,924.63,4.1,0
2025-03-24,Monday,12,Lunch,Sunny,0,32,6,3,22.0,68.0,21.49,822.48,3.5,1
2025-04-14,Monday,21,Dinner,Cloudy,0,45,7,3,10.5,70.0,21.7,1035.05,4.2,0
2025-01-01,Wednesday,21,Dinner,Sunny,1,42,5,4,25.7,92.3,25.1,983.69,3.4,2
2025-04-29,Tuesday,19,Dinner,Sunny,0,33,5,2,27.7,77.1,11.67,588.99,3.5,2
2025-01-14,Tuesday,14,Lunch,Cloudy,1,25,3,2,24.0,66.4,19.03,417.11,3.5,3
2025-05-13,Tuesday,18,Dinner,Cloudy,0,48,7,3,27.6,82.9,25.98,1252.81,2.2,2
2025-06-09,Monday,20,Dinner,Cloudy,0,36,7,3,18.5,68.5,21.63,627.64,3.8,1
2025-06-10,Tuesday,20,Dinner,Sunny,0,47,7,2,24.2,80.1,16.01,802.22,3.0,5
2025-01-14,Tuesday,14,Lunch,Sunny,0,33,6,2,21.2,78.2,20.58,627.66,2.8,3
2025-03-10,Monday,21,Dinner,Rainy,1,38,5,4,24.5,82.9,18.85,677.04,3.6,0
2025-02-03,Monday,17,Dinner,Sunny,1,23,3,2,26.3,72.5,22.12,303.55,2.8,2
2025-04-23,Wednesday,20,Dinner,Sunny,1,37,5,3,30.6,78.3,21.06,630.33,2.7,1
2025-02-01,Saturday,11,Lunch,Rainy,1,33,5,2,23.7,71.4,22.05,936.3,2.9,0
2025-06-11,Wednesday,14,Lunch,Sunny,0,44,6,2,27.0,76.5,22.26,869.96,4.0,2
2025-02-10,Monday,17,Dinner,Sunny,1,49,7,4,22.5,75.7,20.42,815.7,3.2,0
2025-05-22,Thursday,11,Lunch,Sunny,1,49,8,5,27.8,62.6,21.38,1325.28,3.0,2
2025-05-22,Thursday,19,Dinner,Sunny,0,40,6,3,21.9,74.9,30.28,1387.78,3.6,1
2025-01-24,Friday,14,Lunch,Sunny,0,56,10,4,17.8,56.2,25.74,1319.23,3.9,1
2025-01-30,Thursday,20,Dinner,Rainy,0,18,4,2,11.1,70.8,23.14,440.61,4.8,0
2025-01-31,Friday,13,Lunch,Sunny,0,48,8,4,30.9,69.8,18.19,972.45,2.5,1
2025-05-08,Thursday,17,Dinner,Cloudy,0,18,3,2,27.5,66.5,24.66,310.32,3.4,2
2025-05-11,Sunday,17,Dinner,Sunny,0,31,4,3,29.2,79.8,15.82,405.41,2.8,0
2025-04-17,Thursday,20,Dinner,Rainy,0,22,3,2,18.5,65.2,27.91,687.23,4.5,0
2025-05-01,Thursday,14,Lunch,Cloudy,0,10,3,2,9.5,58.9,29.69,250.0,4.0,0
2025-04-27,Sunday,21,Dinner,Sunny,1,29,3,3,22.2,87.8,26.27,681.82,2.5,2
2025-02-07,Friday,19,Dinner,Rainy,0,43,6,3,23.1,55.7,29.69,1141.46,3.7,2
2025-02-18,Tuesday,21,Dinner,Sunny,0,34,6,3,19.5,80.6,25.02,1149.31,3.8,2
2025-02-04,Tuesday,12,Lunch,Cloudy,1,32,6,3,16.1,68.3,23.73,1010.38,4.1,0
2025-03-12,Wednesday,19,Dinner,Cloudy,0,55,9,4,21.6,75.6,21.38,1361.89,3.6,2
2025-03-29,Saturday,21,Dinner,Sunny,0,46,7,3,27.5,85.7,26.43,1197.31,3.4,2
2025-03-10,Monday,11,Lunch,Sunny,0,67,12,6,25.3,74.0,24.3,1628.48,4.0,2
2025-03-14,Friday,17,Dinner,Rainy,0,46,5,4,21.6,91.2,25.49,1208.52,3.8,1
2025-05-31,Saturday,20,Dinner,Sunny,0,64,11,6,18.6,69.8,23.16,1547.48,3.6,2
